person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
29,45000,RENT,0.0,DEBTCONSOLIDATION,B,9000,12.69,0,0.2,N,7,0.2,45000.0,High (12-16%),15,Low Risk
32,65000,MORTGAGE,3.0,PERSONAL,A,8000,7.49,0,0.12,N,5,0.123,16250.0,Low (<8%),5,Low Risk
31,45000,RENT,2.0,EDUCATION,C,9000,12.84,0,0.2,N,5,0.2,15000.0,High (12-16%),17,Low Risk
33,65000,MORTGAGE,1.0,MEDICAL,B,15000,11.99,0,0.23,N,10,0.231,32500.0,Medium (8-12%),23,Low Risk
31,65000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.18,N,6,0.185,9286.0,Low (<8%),0,
31,65000,MORTGAGE,15.0,MEDICAL,B,8000,11.49,0,0.12,N,5,0.123,4062.0,Medium (8-12%),5,Low Risk
32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,N,9,0.196,9200.0,Low (<8%),5,Low Risk
30,46000,RENT,5.0,VENTURE,A,9000,7.29,0,0.2,N,5,0.196,7667.0,Low (<8%),0,
27,47000,RENT,3.0,EDUCATION,C,9000,12.98,0,0.19,N,7,0.191,11750.0,High (12-16%),17,Low Risk
34,47700,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,7,0.189,15900.0,Low (<8%),5,Low Risk
29,65000,MORTGAGE,5.0,EDUCATION,A,10000,8.49,0,0.15,N,10,0.154,10833.0,Medium (8-12%),0,
32,48000,RENT,3.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.19,N,8,0.188,12000.0,High (12-16%),17,Low Risk
27,48000,RENT,5.0,MEDICAL,B,9000,10.99,0,0.19,N,10,0.188,8000.0,Medium (8-12%),5,Low Risk
27,65000,MORTGAGE,11.0,VENTURE,A,8000,7.49,0,0.12,N,8,0.123,5417.0,Low (<8%),0,
28,48000,RENT,11.0,MEDICAL,A,9000,8.59,0,0.19,N,7,0.188,4000.0,Medium (8-12%),0,
28,65000,MORTGAGE,12.0,EDUCATION,B,24000,10.99,0,0.37,N,5,0.369,5000.0,Medium (8-12%),20,Low Risk
27,65000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,19200,7.49,0,0.3,N,7,0.295,5417.0,Low (<8%),8,Low Risk
33,44000,RENT,0.0,MEDICAL,D,9000,15.21,1,0.2,Y,6,0.205,44000.0,High (12-16%),58,High Risk
33,50000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.18,N,5,0.18,25000.0,Low (<8%),10,Low Risk
28,65000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0,0.15,N,5,0.154,16250.0,Low (<8%),5,Low Risk
34,65000,MORTGAGE,3.0,VENTURE,A,5000,6.99,0,0.08,N,7,0.077,16250.0,Low (<8%),5,Low Risk
29,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.15,N,9,0.154,13000.0,Low (<8%),5,Low Risk
28,65000,MORTGAGE,8.0,EDUCATION,D,3000,15.31,0,0.05,N,7,0.046,7222.0,High (12-16%),20,Low Risk
29,65000,MORTGAGE,9.0,PERSONAL,A,6000,6.99,0,0.09,N,10,0.092,6500.0,Low (<8%),0,
34,65000,MORTGAGE,8.0,VENTURE,B,13750,10.99,0,0.21,N,5,0.212,7222.0,Medium (8-12%),13,Low Risk
32,51000,RENT,1.0,PERSONAL,C,9000,12.99,0,0.18,Y,5,0.176,25500.0,High (12-16%),42,Medium Risk
31,51000,RENT,5.0,PERSONAL,B,9000,10.99,0,0.18,N,7,0.176,8500.0,Medium (8-12%),5,Low Risk
30,51600,RENT,5.0,DEBTCONSOLIDATION,A,9000,6.54,0,0.17,N,6,0.174,8600.0,Low (<8%),0,
35,52000,RENT,2.0,VENTURE,B,9000,10.99,0,0.17,N,9,0.173,17333.0,Medium (8-12%),10,Low Risk
29,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.11,N,10,0.108,5417.0,Low (<8%),0,
34,65000,MORTGAGE,5.0,EDUCATION,B,21200,9.99,0,0.33,N,6,0.326,10833.0,Medium (8-12%),20,Low Risk
28,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,7.49,0,0.03,N,6,0.031,13000.0,Low (<8%),5,Low Risk
28,46000,RENT,3.0,DEBTCONSOLIDATION,E,9000,17.56,1,0.2,Y,7,0.196,11500.0,Very High (>16%),53,Medium Risk
28,65000,MORTGAGE,2.0,VENTURE,A,2500,5.99,0,0.04,N,7,0.038,21667.0,Low (<8%),5,Low Risk
33,65000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,3600,13.99,0,0.06,N,9,0.055,4333.0,High (12-16%),12,Low Risk
27,65000,MORTGAGE,11.0,VENTURE,B,4500,11.99,0,0.07,N,10,0.069,5417.0,Medium (8-12%),5,Low Risk
30,65000,MORTGAGE,14.0,PERSONAL,A,6200,7.49,0,0.1,N,5,0.095,4333.0,Low (<8%),0,
32,53000,RENT,4.0,MEDICAL,A,9000,5.79,0,0.17,N,6,0.17,10600.0,Low (<8%),5,Low Risk
27,65000,OWN,6.0,EDUCATION,A,15000,6.99,0,0.23,N,5,0.231,9286.0,Low (<8%),8,Low Risk
32,65000,OWN,12.0,VENTURE,B,10000,11.99,0,0.15,N,5,0.154,5000.0,Medium (8-12%),5,Low Risk
34,65000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12300,7.49,0,0.19,N,10,0.189,9286.0,Low (<8%),0,
27,65000,MORTGAGE,11.0,VENTURE,A,9000,7.66,0,0.14,N,6,0.138,5417.0,Low (<8%),0,
35,55000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.25,0,0.16,N,6,0.164,13750.0,Medium (8-12%),10,Low Risk
34,30000,RENT,3.0,PERSONAL,A,9050,5.99,0,0.3,N,9,0.302,7500.0,Low (<8%),20,Low Risk
29,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.11,N,6,0.108,21667.0,Low (<8%),5,Low Risk
33,62130,RENT,6.0,HOMEIMPROVEMENT,A,9050,7.29,0,0.15,N,7,0.146,8876.0,Low (<8%),0,
28,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,6.92,0,0.08,N,5,0.077,16250.0,Low (<8%),5,Low Risk
30,65000,MORTGAGE,3.0,PERSONAL,A,12000,7.66,0,0.18,N,7,0.185,16250.0,Low (<8%),5,Low Risk
34,62000,RENT,2.0,PERSONAL,C,9100,13.48,0,0.15,N,7,0.147,20667.0,High (12-16%),17,Low Risk
28,65000,OWN,13.0,VENTURE,A,8000,7.66,0,0.12,N,7,0.123,4643.0,Low (<8%),0,
33,125000,RENT,0.0,PERSONAL,A,9100,7.88,0,0.07,N,8,0.073,125000.0,Low (<8%),10,Low Risk
33,43000,RENT,1.0,EDUCATION,C,9150,13.16,0,0.21,Y,10,0.213,21500.0,High (12-16%),50,Medium Risk
33,120000,RENT,1.0,PERSONAL,C,9150,13.99,0,0.08,N,5,0.076,60000.0,High (12-16%),22,Low Risk
34,28500,RENT,0.0,EDUCATION,B,9175,12.69,1,0.32,N,5,0.322,28500.0,High (12-16%),30,Low Risk
28,65000,MORTGAGE,2.0,MEDICAL,A,7500,7.29,0,0.12,N,8,0.115,21667.0,Low (<8%),5,Low Risk
30,65000,MORTGAGE,4.0,MEDICAL,A,3600,6.92,0,0.06,N,10,0.055,13000.0,Low (<8%),5,Low Risk
29,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9600,5.79,0,0.15,N,5,0.148,32500.0,Low (<8%),10,Low Risk
27,60000,RENT,2.0,VENTURE,B,9200,12.42,0,0.15,N,7,0.153,20000.0,High (12-16%),10,Low Risk
32,65000,OWN,3.0,PERSONAL,C,12000,13.35,0,0.18,Y,9,0.185,16250.0,High (12-16%),37,Medium Risk
28,62000,RENT,3.0,MEDICAL,B,9200,10.0,0,0.15,N,9,0.148,15500.0,Medium (8-12%),10,Low Risk
29,73000,RENT,2.0,EDUCATION,A,9200,7.88,0,0.13,N,5,0.126,24333.0,Low (<8%),5,Low Risk
27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y,6,0.338,65000.0,High (12-16%),65,High Risk
35,65000,MORTGAGE,4.0,VENTURE,A,6500,5.42,0,0.1,N,5,0.1,13000.0,Low (<8%),5,Low Risk
32,59000,MORTGAGE,0.0,MEDICAL,C,3500,13.72,1,0.06,N,6,0.059,59000.0,High (12-16%),22,Low Risk
28,19000,RENT,1.0,DEBTCONSOLIDATION,B,9250,11.49,1,0.49,N,7,0.487,9500.0,Medium (8-12%),30,Low Risk
28,19200,RENT,0.0,MEDICAL,C,9250,14.22,1,0.48,N,9,0.482,19200.0,High (12-16%),37,Medium Risk
30,65000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,7500,6.17,0,0.12,N,9,0.115,4062.0,Low (<8%),0,
29,65000,MORTGAGE,5.0,MEDICAL,B,6000,10.36,0,0.09,N,7,0.092,10833.0,Medium (8-12%),5,Low Risk
33,21996,RENT,0.0,EDUCATION,C,9250,12.87,1,0.42,N,9,0.421,21996.0,High (12-16%),37,Medium Risk
30,26000,RENT,3.0,EDUCATION,B,9250,10.99,1,0.36,N,5,0.356,6500.0,Medium (8-12%),25,Low Risk
31,65000,MORTGAGE,15.0,EDUCATION,A,7750,7.51,0,0.12,N,8,0.119,4062.0,Low (<8%),0,
27,65000,OWN,8.0,MEDICAL,A,5000,7.88,0,0.08,N,5,0.077,7222.0,Low (<8%),0,
30,28000,RENT,0.0,MEDICAL,B,9250,11.48,1,0.33,N,9,0.33,28000.0,Medium (8-12%),30,Low Risk
27,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.23,N,5,0.231,16250.0,Medium (8-12%),18,Low Risk
33,29736,RENT,4.0,VENTURE,B,9250,9.99,1,0.31,N,10,0.311,5947.0,Medium (8-12%),25,Low Risk
31,65000,MORTGAGE,3.0,MEDICAL,C,10000,13.61,0,0.15,N,9,0.154,16250.0,High (12-16%),17,Low Risk
29,32000,RENT,10.0,HOMEIMPROVEMENT,D,9250,15.65,1,0.29,N,7,0.289,2909.0,High (12-16%),28,Low Risk
30,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,4000,15.21,0,0.06,N,7,0.062,21667.0,High (12-16%),25,Low Risk
29,40000,RENT,0.0,VENTURE,C,9250,14.65,0,0.23,N,7,0.231,40000.0,High (12-16%),30,Low Risk
35,34000,RENT,1.0,PERSONAL,B,9250,10.59,1,0.27,N,10,0.272,17000.0,Medium (8-12%),23,Low Risk
34,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11200,7.88,0,0.17,N,6,0.172,13000.0,Low (<8%),5,Low Risk
30,67000,RENT,2.0,VENTURE,A,9250,7.49,0,0.14,N,7,0.138,22333.0,Low (<8%),5,Low Risk
27,36000,RENT,2.0,EDUCATION,D,9300,15.31,1,0.26,Y,9,0.258,12000.0,High (12-16%),53,Medium Risk
29,54996,RENT,8.0,MEDICAL,A,9300,9.32,0,0.17,N,7,0.169,6111.0,Medium (8-12%),0,
28,62000,RENT,3.0,DEBTCONSOLIDATION,C,9300,11.72,0,0.15,Y,5,0.15,15500.0,Medium (8-12%),37,Medium Risk
32,65000,MORTGAGE,12.0,VENTURE,A,12000,7.88,0,0.18,N,5,0.185,5000.0,Low (<8%),0,
32,12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N,6,0.777,6000.0,Medium (8-12%),35,Medium Risk
32,30000,RENT,4.0,MEDICAL,D,9325,13.62,1,0.31,N,7,0.311,6000.0,High (12-16%),40,Medium Risk
34,65000,MORTGAGE,12.0,VENTURE,A,6000,7.14,0,0.09,N,10,0.092,5000.0,Low (<8%),0,
27,65000,MORTGAGE,11.0,PERSONAL,A,18000,7.51,0,0.28,N,8,0.277,5417.0,Low (<8%),8,Low Risk
27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,12000,11.36,0,0.18,N,8,0.185,8125.0,Medium (8-12%),5,Low Risk
35,65000,MORTGAGE,19.0,EDUCATION,B,20000,10.25,0,0.31,N,5,0.308,3250.0,Medium (8-12%),20,Low Risk
32,83196,RENT,1.0,MEDICAL,B,9350,10.99,0,0.11,N,8,0.112,41598.0,Medium (8-12%),15,Low Risk
32,65000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.08,N,7,0.085,3824.0,Low (<8%),0,
34,65000,MORTGAGE,17.0,PERSONAL,B,10000,11.36,0,0.15,N,7,0.154,3611.0,Medium (8-12%),5,Low Risk
29,65000,MORTGAGE,13.0,EDUCATION,D,10000,15.33,0,0.15,Y,6,0.154,4643.0,High (12-16%),40,Medium Risk
27,31200,RENT,2.0,MEDICAL,A,9400,6.91,0,0.3,N,5,0.301,10400.0,Low (<8%),20,Low Risk
33,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.88,0,0.03,N,7,0.031,16250.0,Low (<8%),5,Low Risk
28,72800,RENT,12.0,HOMEIMPROVEMENT,B,9425,11.49,0,0.13,N,8,0.129,5600.0,Medium (8-12%),5,Low Risk
32,28800,RENT,7.0,PERSONAL,C,9450,14.27,1,0.33,Y,10,0.328,3600.0,High (12-16%),47,Medium Risk
29,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,7.51,0,0.18,N,10,0.177,6500.0,Low (<8%),0,
34,59000,MORTGAGE,1.0,MEDICAL,C,20000,13.48,1,0.34,Y,7,0.339,29500.0,High (12-16%),57,High Risk
32,29000,RENT,16.0,DEBTCONSOLIDATION,D,9450,16.29,1,0.33,N,8,0.326,1706.0,Very High (>16%),35,Medium Risk
28,65000,MORTGAGE,6.0,PERSONAL,D,22000,15.65,0,0.34,N,5,0.338,9286.0,High (12-16%),35,Medium Risk
27,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10250,8.59,0,0.16,N,5,0.158,65000.0,Medium (8-12%),10,Low Risk
27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,4500,13.92,0,0.07,N,7,0.069,8125.0,High (12-16%),12,Low Risk
32,70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N,10,0.135,35000.0,Medium (8-12%),15,Low Risk
31,95000,RENT,0.0,PERSONAL,A,9450,6.54,0,0.1,N,6,0.099,95000.0,Low (<8%),10,Low Risk
27,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,24000,17.74,0,0.37,Y,6,0.369,5417.0,Very High (>16%),63,High Risk
27,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.15,N,7,0.154,21667.0,High (12-16%),10,Low Risk
27,75000,RENT,0.0,HOMEIMPROVEMENT,B,9475,10.99,0,0.13,N,5,0.126,75000.0,Medium (8-12%),15,Low Risk
31,21900,RENT,4.0,PERSONAL,D,9500,14.59,1,0.43,N,8,0.434,4380.0,High (12-16%),40,Medium Risk
29,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.15,N,9,0.154,65000.0,Medium (8-12%),10,Low Risk
30,65000,MORTGAGE,1.0,PERSONAL,D,25000,15.65,0,0.38,Y,5,0.385,32500.0,High (12-16%),65,High Risk
34,36000,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.59,0,0.26,N,8,0.264,12000.0,Medium (8-12%),13,Low Risk
28,65000,OWN,1.0,MEDICAL,C,2500,13.22,0,0.04,Y,7,0.038,32500.0,High (12-16%),42,Medium Risk
29,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,18000,15.65,1,0.31,Y,8,0.305,5900.0,High (12-16%),55,Medium Risk
29,40000,RENT,7.0,VENTURE,A,9500,7.49,0,0.24,N,7,0.238,5000.0,Low (<8%),8,Low Risk
29,65000,MORTGAGE,13.0,PERSONAL,C,16000,12.87,0,0.25,Y,10,0.246,4643.0,High (12-16%),40,Medium Risk
28,59000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,9.63,1,0.2,N,10,0.203,29500.0,Medium (8-12%),18,Low Risk
34,65000,OWN,2.0,PERSONAL,A,5600,8.0,0,0.09,N,6,0.086,21667.0,Low (<8%),5,Low Risk
32,65000,MORTGAGE,6.0,PERSONAL,B,5600,11.58,0,0.09,N,5,0.086,9286.0,Medium (8-12%),5,Low Risk
29,49000,RENT,3.0,EDUCATION,A,9500,7.49,1,0.19,N,5,0.194,12250.0,Low (<8%),5,Low Risk
33,70000,RENT,10.0,DEBTCONSOLIDATION,A,9500,7.49,0,0.14,N,5,0.136,6364.0,Low (<8%),0,
29,72000,RENT,3.0,MEDICAL,B,9500,11.26,0,0.13,N,7,0.132,18000.0,Medium (8-12%),10,Low Risk
28,65000,OWN,1.0,VENTURE,B,7500,10.96,0,0.12,N,5,0.115,32500.0,Medium (8-12%),15,Low Risk
29,77040,RENT,1.0,EDUCATION,C,9500,12.84,0,0.12,Y,9,0.123,38520.0,High (12-16%),42,Medium Risk
32,96000,RENT,8.0,HOMEIMPROVEMENT,A,9500,7.49,0,0.1,N,5,0.099,10667.0,Low (<8%),0,
30,59000,MORTGAGE,4.0,MEDICAL,A,10000,8.0,1,0.17,N,9,0.169,11800.0,Low (<8%),5,Low Risk
27,19498,RENT,3.0,HOMEIMPROVEMENT,A,9575,6.62,1,0.49,N,9,0.491,4874.0,Low (<8%),20,Low Risk
33,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,16800,9.76,0,0.26,N,6,0.258,13000.0,Medium (8-12%),18,Low Risk
29,59000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.76,1,0.25,N,8,0.254,7375.0,Medium (8-12%),13,Low Risk
32,24696,RENT,1.0,EDUCATION,A,9600,7.14,1,0.39,N,9,0.389,12348.0,Low (<8%),25,Low Risk
28,65000,OWN,0.0,HOMEIMPROVEMENT,B,1450,9.76,0,0.02,N,6,0.022,65000.0,Medium (8-12%),15,Low Risk
34,65000,MORTGAGE,3.0,EDUCATION,E,10000,16.82,0,0.15,N,8,0.154,16250.0,Very High (>16%),33,Medium Risk
35,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,9.51,0,0.38,N,10,0.385,10833.0,Medium (8-12%),20,Low Risk
28,25000,RENT,1.0,MEDICAL,C,9600,14.27,1,0.38,Y,10,0.384,12500.0,High (12-16%),57,High Risk
30,65004,MORTGAGE,9.0,EDUCATION,A,15000,7.51,0,0.23,N,9,0.231,6500.0,Low (<8%),8,Low Risk
35,28080,RENT,3.0,MEDICAL,C,9600,13.57,1,0.34,Y,7,0.342,7020.0,High (12-16%),52,Medium Risk
30,65004,MORTGAGE,3.0,PERSONAL,A,1500,5.99,0,0.02,N,9,0.023,16251.0,Low (<8%),5,Low Risk
28,30000,RENT,0.0,VENTURE,A,9600,7.49,1,0.32,N,7,0.32,30000.0,Low (<8%),25,Low Risk
33,33504,RENT,4.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.29,N,8,0.287,6701.0,Medium (8-12%),18,Low Risk
28,65004,MORTGAGE,7.0,MEDICAL,A,9000,5.99,0,0.14,N,5,0.138,8126.0,Low (<8%),0,
29,33600,RENT,0.0,PERSONAL,D,9600,15.99,1,0.29,Y,7,0.286,33600.0,High (12-16%),58,High Risk
29,65004,MORTGAGE,7.0,EDUCATION,A,5000,6.17,0,0.08,N,7,0.077,8126.0,Low (<8%),0,
28,34000,RENT,7.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.28,N,5,0.282,4250.0,Medium (8-12%),13,Low Risk
33,65004,MORTGAGE,14.0,VENTURE,B,8000,11.49,0,0.12,N,9,0.123,4334.0,Medium (8-12%),5,Low Risk
27,37595,RENT,6.0,DEBTCONSOLIDATION,A,9600,7.14,0,0.26,N,8,0.255,5371.0,Low (<8%),8,Low Risk
30,65004,MORTGAGE,6.0,PERSONAL,A,7100,8.0,0,0.11,N,10,0.109,9286.0,Low (<8%),0,
28,59004,MORTGAGE,1.0,PERSONAL,A,8000,7.37,1,0.14,N,6,0.136,29502.0,Low (<8%),10,Low Risk
30,65004,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,9.63,0,0.08,N,8,0.081,16251.0,Medium (8-12%),5,Low Risk
28,39000,RENT,0.0,MEDICAL,A,9600,7.49,0,0.25,N,8,0.246,39000.0,Low (<8%),18,Low Risk
27,65004,OWN,1.0,HOMEIMPROVEMENT,C,12000,12.09,0,0.18,N,7,0.185,32502.0,High (12-16%),22,Low Risk
29,65061,MORTGAGE,13.0,PERSONAL,B,12000,9.62,0,0.18,N,5,0.184,4647.0,Medium (8-12%),5,Low Risk
30,65136,MORTGAGE,0.0,PERSONAL,C,6250,12.87,0,0.1,Y,9,0.096,65136.0,High (12-16%),42,Medium Risk
34,65200,MORTGAGE,13.0,VENTURE,A,8000,6.92,0,0.12,N,7,0.123,4657.0,Low (<8%),0,
31,65200,MORTGAGE,7.0,PERSONAL,A,7000,8.0,0,0.11,N,8,0.107,8150.0,Low (<8%),0,
32,40000,RENT,1.0,DEBTCONSOLIDATION,C,9600,13.48,0,0.24,Y,5,0.24,20000.0,High (12-16%),50,Medium Risk
27,65304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5300,7.51,0,0.08,N,10,0.081,9329.0,Low (<8%),0,
30,41000,RENT,7.0,VENTURE,A,9600,7.49,0,0.23,N,9,0.234,5125.0,Low (<8%),8,Low Risk
27,41400,RENT,2.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.23,N,5,0.232,13800.0,Medium (8-12%),18,Low Risk
28,42000,RENT,4.0,MEDICAL,A,9600,7.9,0,0.23,N,7,0.229,8400.0,Low (<8%),13,Low Risk
28,36000,RENT,3.0,MEDICAL,D,9600,14.61,1,0.27,Y,10,0.267,9000.0,High (12-16%),53,Medium Risk
28,65500,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11000,6.03,0,0.17,N,8,0.168,5458.0,Low (<8%),0,
33,44000,RENT,2.0,MEDICAL,C,9600,13.16,0,0.22,Y,5,0.218,14667.0,High (12-16%),45,Medium Risk
33,45000,RENT,2.0,EDUCATION,A,9600,8.49,0,0.21,N,5,0.213,15000.0,Medium (8-12%),13,Low Risk
30,65600,OWN,5.0,VENTURE,C,4000,12.68,0,0.06,Y,7,0.061,10933.0,High (12-16%),32,Medium Risk
27,59619,MORTGAGE,11.0,VENTURE,D,7750,14.84,1,0.13,Y,9,0.13,4968.0,High (12-16%),40,Medium Risk
27,39996,RENT,5.0,MEDICAL,D,9600,15.31,1,0.24,N,9,0.24,6666.0,High (12-16%),28,Low Risk
33,48000,RENT,5.0,MEDICAL,D,9600,16.29,0,0.2,Y,7,0.2,8000.0,Very High (>16%),40,Medium Risk
28,51996,RENT,11.0,HOMEIMPROVEMENT,A,9600,9.07,0,0.18,N,7,0.185,4333.0,Medium (8-12%),0,
31,46000,RENT,6.0,MEDICAL,D,9600,14.46,1,0.21,Y,5,0.209,6571.0,High (12-16%),48,Medium Risk
29,66000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.11,N,10,0.106,6000.0,Medium (8-12%),5,Low Risk
29,60000,MORTGAGE,11.0,VENTURE,C,6000,15.27,1,0.1,Y,10,0.1,5000.0,High (12-16%),32,Medium Risk
35,66000,MORTGAGE,4.0,VENTURE,A,3000,6.03,0,0.05,N,7,0.045,13200.0,Low (<8%),5,Low Risk
29,53000,RENT,7.0,VENTURE,C,9600,12.73,0,0.18,N,5,0.181,6625.0,High (12-16%),12,Low Risk
35,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9100,12.42,0,0.14,N,7,0.138,9429.0,High (12-16%),5,Low Risk
29,58327,RENT,4.0,VENTURE,B,9600,11.48,0,0.16,N,5,0.165,11665.0,Medium (8-12%),10,Low Risk
33,59000,RENT,17.0,MEDICAL,B,9600,9.91,0,0.16,N,8,0.163,3278.0,Medium (8-12%),5,Low Risk
27,60000,RENT,7.0,VENTURE,B,9600,10.65,0,0.16,N,7,0.16,7500.0,Medium (8-12%),5,Low Risk
28,60000,RENT,7.0,EDUCATION,C,9600,13.57,0,0.16,Y,8,0.16,7500.0,High (12-16%),32,Medium Risk
31,66000,MORTGAGE,8.0,VENTURE,A,4200,7.49,0,0.06,N,7,0.064,7333.0,Low (<8%),0,
34,60000,MORTGAGE,18.0,EDUCATION,B,3000,11.99,1,0.05,N,10,0.05,3158.0,Medium (8-12%),5,Low Risk
29,66000,MORTGAGE,4.0,VENTURE,A,3000,5.42,0,0.05,N,7,0.045,13200.0,Low (<8%),5,Low Risk
27,66000,MORTGAGE,12.0,EDUCATION,D,8400,16.49,0,0.13,Y,7,0.127,5077.0,Very High (>16%),40,Medium Risk
29,60000,RENT,1.0,HOMEIMPROVEMENT,C,9600,11.66,0,0.16,Y,6,0.16,30000.0,Medium (8-12%),42,Medium Risk
27,54000,RENT,4.0,PERSONAL,D,9600,12.17,1,0.18,Y,9,0.178,10800.0,High (12-16%),45,Medium Risk
33,66000,OWN,16.0,MEDICAL,A,3500,7.49,0,0.05,N,9,0.053,3882.0,Low (<8%),0,
33,66000,OWN,3.0,VENTURE,B,5600,10.99,0,0.08,N,9,0.085,16500.0,Medium (8-12%),10,Low Risk
29,66000,MORTGAGE,4.0,PERSONAL,A,3000,7.66,0,0.05,N,7,0.045,13200.0,Low (<8%),5,Low Risk
30,65000,RENT,11.0,PERSONAL,B,9600,12.42,0,0.15,N,10,0.148,5417.0,High (12-16%),5,Low Risk
27,62000,RENT,2.0,PERSONAL,B,9600,10.25,1,0.15,N,8,0.155,20667.0,Medium (8-12%),10,Low Risk
28,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6500,5.79,1,0.11,N,6,0.108,20000.0,Low (<8%),5,Low Risk
29,60000,MORTGAGE,13.0,MEDICAL,G,25000,20.16,1,0.42,N,10,0.417,4286.0,Very High (>16%),50,Medium Risk
35,70000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.42,0,0.14,N,9,0.137,11667.0,Low (<8%),0,
30,71400,RENT,0.0,HOMEIMPROVEMENT,C,9600,12.61,0,0.13,N,6,0.134,71400.0,High (12-16%),22,Low Risk
27,60000,MORTGAGE,12.0,MEDICAL,D,2000,15.7,1,0.03,Y,6,0.033,4615.0,High (12-16%),40,Medium Risk
27,78000,RENT,5.0,EDUCATION,E,9600,17.14,0,0.12,Y,7,0.123,13000.0,Very High (>16%),48,Medium Risk
27,78000,RENT,4.0,HOMEIMPROVEMENT,C,9600,12.29,0,0.12,Y,9,0.123,15600.0,High (12-16%),37,Medium Risk
27,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,12.73,1,0.14,N,9,0.14,12000.0,High (12-16%),17,Low Risk
30,66000,MORTGAGE,4.0,VENTURE,A,12000,7.51,0,0.18,N,10,0.182,13200.0,Low (<8%),5,Low Risk
31,80000,RENT,1.0,MEDICAL,B,9600,9.91,0,0.12,N,7,0.12,40000.0,Medium (8-12%),15,Low Risk
27,66000,MORTGAGE,0.0,EDUCATION,A,9250,8.59,0,0.14,N,9,0.14,66000.0,Medium (8-12%),10,Low Risk
32,80000,RENT,6.0,DEBTCONSOLIDATION,B,9600,11.14,0,0.12,N,5,0.12,11429.0,Medium (8-12%),5,Low Risk
30,66000,MORTGAGE,15.0,VENTURE,B,15000,11.14,0,0.23,N,8,0.227,4125.0,Medium (8-12%),13,Low Risk
30,66000,MORTGAGE,8.0,EDUCATION,A,6000,7.68,0,0.09,N,8,0.091,7333.0,Low (<8%),0,
